case_sha256,term_id,sense_id,context_id,context_groups,block_id,chapter_id,sentence_id,context_role,context_slot,context_type_proposal,sense_relation,matched_surface_exact,content_sha256,context_sha256,source_text
6207b07577fa4e38be3e4f84f564c180044d41bdb6a122fc5e3a3aa2b905c7a7,d2lce_88251c1ff8b5d3756955ca7b,d2lce_88251c1ff8b5d3756955ca7b,ctx_18b4f72effde16746e8f5bd5,primary;definition,d2l_computer_vision_rcnn_b015,d2l_computer_vision,sentence_801eb36ee962c6b4397a874c,PRIMARY,C4,C2,SAME_SENSE,region of interest pooling layer,f25408d24995a4d280fe3375d98cfa104b3649cff677e169ad2e4008fb9473dc,4b011004d6236bb9adf87639665c8c3a66a1ec7baf759a15dce3c2e8d07a2ab1,"Therefore, the region of interest pooling layer can extract features of the same shape 
even when regions of interest have different shapes."
6207b07577fa4e38be3e4f84f564c180044d41bdb6a122fc5e3a3aa2b905c7a7,d2lce_88251c1ff8b5d3756955ca7b,d2lce_88251c1ff8b5d3756955ca7b,ctx_1ad01f8bfdd4e76617b7a827,primary,d2l_computer_vision_rcnn_b017,d2l_computer_vision,sentence_d51e1f92bf2a183ba28f5ba3,PRIMARY,C5,C2,SAME_SENSE,region of interest pooling layer,e319228f1c7373b4fcdb6ce91cf47ecef4218957165e59937d2a2bd503144022,393f9a7c9578a41afda861e19a50df1273413aef8f3209206b48eaf5d682966e,"![A $2\times 2$ region of interest pooling layer.](../img/roi.svg)
:label:`fig_roi`"
6207b07577fa4e38be3e4f84f564c180044d41bdb6a122fc5e3a3aa2b905c7a7,d2lce_88251c1ff8b5d3756955ca7b,d2lce_88251c1ff8b5d3756955ca7b,ctx_23e5008854737fe4bc296b60,backup,d2l_computer_vision_rcnn_b016,d2l_computer_vision,sentence_e7973b7fb3b497d35ad7b9ca,BACKUP,B1,C2,SAME_SENSE,region of interest pooling layer,af2624b865fdac1e4459bf3b8da0136f065b6fc6a877fa694266a5c0ea89cafb,b7605f2f520225476754e2c596d60a14c7219585057ab15640d97dca7c33b04c,"For this region of interest,
we use a $2\times 2$ region of interest pooling layer to obtain
a $2\times 2$ output."
6207b07577fa4e38be3e4f84f564c180044d41bdb6a122fc5e3a3aa2b905c7a7,d2lce_88251c1ff8b5d3756955ca7b,d2lce_88251c1ff8b5d3756955ca7b,ctx_5091b8db5e4618b9d88151b8,backup,d2l_computer_vision_rcnn_b018,d2l_computer_vision,sentence_afb820984d1d4ca46cf6afcb,BACKUP,B2,C2,SAME_SENSE,region of interest pooling layer,93e55e45463ae7bb9a162e368a8314d045914def1ac9a9cf283c943d57b3b161,fc59feaafff329e96379b71cd86e20ba16759966f9f4dea89470f62271c601b7,Below we demonstrate the computation of the region of interest pooling layer.
6207b07577fa4e38be3e4f84f564c180044d41bdb6a122fc5e3a3aa2b905c7a7,d2lce_88251c1ff8b5d3756955ca7b,d2lce_88251c1ff8b5d3756955ca7b,ctx_6e7571c8f722862870d999c0,backup,d2l_computer_vision_rcnn_b031,d2l_computer_vision,sentence_c6de77c689c61b3015675bd5,BACKUP,B3,C2,SAME_SENSE,region of interest pooling layer,a7367490590df4eb2879d03f124a3b64fdb8c55d4e08192a06d9ce9943c57250,52307a359b7e3319f056e58669eb3602ba777b82bda07bfae4f0b11a360e08b6,The remaining  predicted bounding boxes for objects are the region proposals required by the region of interest pooling layer.
6207b07577fa4e38be3e4f84f564c180044d41bdb6a122fc5e3a3aa2b905c7a7,d2lce_88251c1ff8b5d3756955ca7b,d2lce_88251c1ff8b5d3756955ca7b,ctx_788954d63cedc392831d5044,primary;definition;part_of_speech,d2l_computer_vision_rcnn_b014,d2l_computer_vision,sentence_00b9e6f15afebc2d92677ed0,PRIMARY,C1,C1,SAME_SENSE,region of interest pooling layer,feab5ccb1d23d883475724392f87f6ffc4bf3f203b4e61251383f86b7f0650bc,0acd8299c947b7227739abeb423a5177bb31d56e5ebcc0d542c740169e76eceb,The region of interest pooling layer proposed in the fast R-CNN is different from the pooling layer introduced in :numref:`sec_pooling`.
6207b07577fa4e38be3e4f84f564c180044d41bdb6a122fc5e3a3aa2b905c7a7,d2lce_88251c1ff8b5d3756955ca7b,d2lce_88251c1ff8b5d3756955ca7b,ctx_808752f6de5f09f78b2ac2c6,primary;definition,d2l_computer_vision_rcnn_b014,d2l_computer_vision,sentence_53ab6acdcf93c85b6fc7bc67,PRIMARY,C2,C2,SAME_SENSE,region of interest pooling layer,d1783fa8ce794cb15caf92e338f20083b0fe4701e2646f6cc984bbb250185b97,6a00cf55c5a1ccca9a531d1736b90cc8733fe4099fbd844c783586c9ca3df35c,"In contrast,
we can directly specify the output shape
in the region of interest pooling layer."
6207b07577fa4e38be3e4f84f564c180044d41bdb6a122fc5e3a3aa2b905c7a7,d2lce_88251c1ff8b5d3756955ca7b,d2lce_88251c1ff8b5d3756955ca7b,ctxx_b7279a50f25ae4d072e83b57,contrastive,,,,CONTRASTIVE,X1,CONTRASTIVE,CONTRASTIVE,region of interest pooling layer,67d7e11a04b42e6452bb08b21629e1b3c2ed4254267c681b18f03da7adbc1a02,3542d7a976b6dd18d694a733f7f31613ece8674f4d5548f39f9af043d4292f11,"Synthetic: The region of interest pooling layer pools each proposed box, whereas ordinary pooling layers pool over a regular feature map neighborhood."
052c1ef5d5c758fedc4d176cadacf58c71886b4551ff3002c524d078d14615ae,d2lce_42900db05a19228ce33eafe0,d2lce_42900db05a19228ce33eafe0,ctx_1c92074d454d9307635f4319,primary;definition,d2l_multilayer_perceptrons_mlp_concise_b007,d2l_multilayer_perceptrons,sentence_be8a28ca7bd0d240d9061bb0,PRIMARY,C2,C1,SAME_SENSE,ReLU activation,edba83a16ed4ea7543aebb9c1413f47faf7da689f935f7659751562c7a1d471c,c656096ef0104ceb5e3f7c9c021a293092f2f61502a7acf8aa720c3f463dbb86,"The first is [**our hidden layer**],
which (**contains 256 hidden units
and applies the ReLU activation function**)."
052c1ef5d5c758fedc4d176cadacf58c71886b4551ff3002c524d078d14615ae,d2lce_42900db05a19228ce33eafe0,d2lce_42900db05a19228ce33eafe0,ctx_42d57a5ddede95c06600e690,primary;definition,d2l_convolutional_modern_alexnet_b033,d2l_convolutional_modern,sentence_3fe49f4c09ef780ea2e78583,PRIMARY,C3,C1,SAME_SENSE,ReLU activation,943f8e31b149abe25de237e85442973344ad2a0420a75872ea0fc55b9614ecf5,3ed7e1f0dd3866b322c9d623c02fa1578ef2c88b5918804ae6586f2829fc7072,"On the other hand, the ReLU activation function makes model training easier when using different parameter initialization methods."
052c1ef5d5c758fedc4d176cadacf58c71886b4551ff3002c524d078d14615ae,d2lce_42900db05a19228ce33eafe0,d2lce_42900db05a19228ce33eafe0,ctx_6d18c54fb03ed4d0a466cdac,backup,d2l_optimization_optimization_intro_b032,d2l_optimization,sentence_453ed9cc1b53ac8cf9033180,BACKUP,B1,C1,SAME_SENSE,ReLU activation,bedb7ac93126a46481a1883474fb22df462ca37cf0912f06ae404adb4b1fecb9,54c1986359028eeefab1ab97fcc39d667f7bdd4d9e87f224247f7ed8258f35d7,This turns out to be one of the reasons that training deep learning models was quite tricky prior to the introduction of the ReLU activation function.
052c1ef5d5c758fedc4d176cadacf58c71886b4551ff3002c524d078d14615ae,d2lce_42900db05a19228ce33eafe0,d2lce_42900db05a19228ce33eafe0,ctx_7c7d5d50af4eb953a4e181ba,primary;definition,d2l_deep_learning_computation_model_construction_b008,d2l_deep_learning_computation,sentence_9cf7b7c1c3e52e572c5a7378,PRIMARY,C4,C1,SAME_SENSE,ReLU activation,e559d83b6b5b16033cec0089c5cad3ff2b28a8be8e87386e84433fe4a0bcd026,2a51149740645f5a89ced2a7e5675c41fe3d56afa6c57852986f277e47a58159,"The following code generates a network
with one fully-connected hidden layer
with 256 units and ReLU activation,
followed by a fully-connected output layer
with 10 units (no activation function)."
052c1ef5d5c758fedc4d176cadacf58c71886b4551ff3002c524d078d14615ae,d2lce_42900db05a19228ce33eafe0,d2lce_42900db05a19228ce33eafe0,ctx_8c4194ab74302b6b3fccfd63,backup,d2l_multilayer_perceptrons_numerical_stability_and_init_b042,d2l_multilayer_perceptrons,sentence_70a581ba0d8d11602b24f6dc,BACKUP,B2,C1,SAME_SENSE,ReLU activation,ae1a4844ef0db1124c5331581215a56bab3923eb2ac57ede46684ba9c93c7d75,cea98f98cf46b290d53793dc93c214a0158b933a4628b403070ec117b0884b0b,* ReLU activation functions mitigate the vanishing gradient problem.
052c1ef5d5c758fedc4d176cadacf58c71886b4551ff3002c524d078d14615ae,d2lce_42900db05a19228ce33eafe0,d2lce_42900db05a19228ce33eafe0,ctx_9fd1fe552d657e4fbfcf9abd,backup,d2l_recurrent_neural_networks_sequence_b023,d2l_recurrent_neural_networks,sentence_467449b36bf28a6c820cac7e,BACKUP,B3,C1,SAME_SENSE,ReLU activation,8caecab8ae7aafedb156635763d66d66d844ee93f16f0bbe70b00636517c7198,ef1cb71e73e3468854bc92f765adda487fe40b606a1aefc9d0c538eefed59567,"```{.python .input}
#@tab mxnet, pytorch
tau = 4
features = d2l.zeros((T - tau, tau))
for i in range(tau):
    features[:, i] = x[i: T - tau + i]
labels = d2l.reshape(x[tau:], (-1, 1))
```

```{.python .input}
#@tab tensorflow
tau = 4
features = tf.Variable(d2l.zeros((T - tau, tau)))
for i in range(tau):
    features[:, i].assign(x[i: T - tau + i])
labels = d2l.reshape(x[tau:], (-1, 1))
```

```{.python .input}
#@tab all
batch_size, n_train = 16, 600
# Only the first `n_train` examples are used for training
train_iter = d2l.load_array((features[:n_train], labels[:n_train]),
                            batch_size, is_train=True)
```

Here we [**keep the architecture fairly simple:
just an MLP**] with two fully-connected layers, ReLU activation, and squared loss."
052c1ef5d5c758fedc4d176cadacf58c71886b4551ff3002c524d078d14615ae,d2lce_42900db05a19228ce33eafe0,d2lce_42900db05a19228ce33eafe0,ctx_bd4860d3d44e08593cf1c9fd,primary;part_of_speech,d2l_multilayer_perceptrons_mlp_scratch_b014,d2l_multilayer_perceptrons,sentence_315b841c88c7375419fe606c,PRIMARY,C5,C1,SAME_SENSE,ReLU activation,eedb7e191c6ed4f37ef3997d6e51dd17e93b1cf50c35ed9024b37ab942ffca3d,fdd2fe5c5bbdb3e54353c10e87a9d5c1045fffa4900a7db804510f9126fecc23,"To make sure we know how everything works,
we will [**implement the ReLU activation**] ourselves
using the maximum function rather than
invoking the built-in `relu` function directly."
052c1ef5d5c758fedc4d176cadacf58c71886b4551ff3002c524d078d14615ae,d2lce_42900db05a19228ce33eafe0,d2lce_42900db05a19228ce33eafe0,ctx_f9d71dcb8bd80dd6e5eeb4f5,primary;part_of_speech,d2l_generative_adversarial_networks_dcgan_b021,d2l_generative_adversarial_networks,sentence_7ae324ae77fc5723203d7a82,PRIMARY,C1,C1,SAME_SENSE,ReLU activation,2d9373d2d77aba3cf786ae5f8d30c89b4fa52f4567a37494834bdea7d577250d,cf53599c11e89d385bde9e793095e684cd17e04ee6d019048f705f78463fdda3,The basic block of the generator contains a transposed convolution layer followed by the batch normalization and ReLU activation.
052c1ef5d5c758fedc4d176cadacf58c71886b4551ff3002c524d078d14615ae,d2lce_42900db05a19228ce33eafe0,d2lce_42900db05a19228ce33eafe0,ctxx_20879e21980bfe53804ca4b9,contrastive,,,,CONTRASTIVE,X1,CONTRASTIVE,CONTRASTIVE,ReLU activation,1422eb0ce8b67e24e0c9cc42a56a344c3069bfe51b2d134e902b5a9b1b26291a,9c47147c7752521bff3274a78079aef867551b48b2c0f0174e84736b7f383696,"Synthetic: ReLU activation names the layer’s nonlinearity, not the weight initialization scheme."
d0a4048c3d2d85bda590d385e0efc0d952e801b715217aba225765f4c551e896,d2lce_f33d434f8362f23d43285427,d2lce_f33d434f8362f23d43285427,ctx_0f6b002a2460b36bc8bbacd6,primary,d2l_recurrent_neural_networks_rnn_scratch_b009,d2l_recurrent_neural_networks,sentence_6ee9ad78e3079f03f54bef5e,PRIMARY,C2,C2,SAME_SENSE,representation,97fb6c08889deef7ba383d769f2cce9187b7d78088a596287f042543f7535c46,2b6c79fba6e45f46b12cb779a8df89747c7385fa20d6b5a5edf0b262d9d03721,"The easiest representation is called *one-hot encoding*,
which is introduced
in :numref:`subsec_classification-problem`."
d0a4048c3d2d85bda590d385e0efc0d952e801b715217aba225765f4c551e896,d2lce_f33d434f8362f23d43285427,d2lce_f33d434f8362f23d43285427,ctx_12689008f7e03f4832cb6a99,primary,d2l_convolutional_neural_networks_why_conv_b014,d2l_convolutional_neural_networks,sentence_1ccc7f4d0be32259794eee59,PRIMARY,C4,C1,SAME_SENSE,representation,7706343a579020e04e53f0d26c5a51055cbde61f57e9683b58dc3cb11f7ea798,e6836ea673efb9c462998918e7d162ec23e131450571209cee3de245059c4d92,"Let $[\mathbf{X}]_{i, j}$ and $[\mathbf{H}]_{i, j}$ denote the pixel
at location ($i$, $j$)
in the input image and hidden representation, respectively."
d0a4048c3d2d85bda590d385e0efc0d952e801b715217aba225765f4c551e896,d2lce_f33d434f8362f23d43285427,d2lce_f33d434f8362f23d43285427,ctx_252c35105ca972372bb2c810,primary,d2l_preface_index_b023,d2l_preface,sentence_888c426ebc8817f2add5c374,PRIMARY,C5,C1,SAME_SENSE,representation,050f3800c90e26b653d3681f5db872b8517d9c28709b75b40aaeda61e2802518,51c1f24b483be3047ae52447fd2f72743d671db1ec866045669ed5d1a24a7e24,"In :numref:`chap_nlp_pretrain` and :numref:`chap_nlp_app`,
we show how to pretrain language representation models 
and apply them to natural language processing tasks."
d0a4048c3d2d85bda590d385e0efc0d952e801b715217aba225765f4c551e896,d2lce_f33d434f8362f23d43285427,d2lce_f33d434f8362f23d43285427,ctx_5f24690542e3c0e46ba4cc69,primary;definition;part_of_speech,d2l_multilayer_perceptrons_mlp_b009,d2l_multilayer_perceptrons,sentence_e5cfefe9eb3ab1c882241ee2,PRIMARY,C3,C1,SAME_SENSE,representation,c0fe07013b60c0c5decdd214bf11653e3d632b556170fd6af0286b6d34f9b9c2,75fed03796e5fc6e80cefe138e549dbf38225b5c5f8cab6599045a89630fc167,"With deep neural networks, we used observational data
to jointly learn both a representation via hidden layers
and a linear predictor that acts upon that representation."
d0a4048c3d2d85bda590d385e0efc0d952e801b715217aba225765f4c551e896,d2lce_f33d434f8362f23d43285427,d2lce_f33d434f8362f23d43285427,ctx_b91f8656a74c323310072798,backup,d2l_convolutional_modern_alexnet_b009,d2l_convolutional_modern,sentence_29771ffb8bc86db8a29dd1ac,BACKUP,B2,C1,SAME_SENSE,representation,d8f0f418f28dcd128cf0de5aecf81f0d3c416e74982490a97f838c89ddd399e0,034ac5c75a3ad10951376f72191413de82d8a76b5bd5de137d7633a0a6c348f4,And up until 2012 the representation was calculated mechanically.
d0a4048c3d2d85bda590d385e0efc0d952e801b715217aba225765f4c551e896,d2lce_f33d434f8362f23d43285427,d2lce_f33d434f8362f23d43285427,ctx_cb76cb4b95e46eb37730ea64,backup;definition;part_of_speech,d2l_introduction_index_b023,d2l_introduction,sentence_e45bbb35eb51b62731dffa29,BACKUP,B3,C2,SAME_SENSE,representation,aa1c24c130f644daf3a4800203d47e38a1ddb1bc4f09c3097d9737b94e48a788,4c9b07a3b9bce8895cd19f19534a875e8e224d0f0def0cc6e8ed57c99dbfcf4e,"In order to work with data usefully, 
we typically
need to come up with a suitable numerical representation."
d0a4048c3d2d85bda590d385e0efc0d952e801b715217aba225765f4c551e896,d2lce_f33d434f8362f23d43285427,d2lce_f33d434f8362f23d43285427,ctx_d01d38e638f7b5b3665a55bd,primary;definition,d2l_deep_learning_computation_model_construction_b027,d2l_deep_learning_computation,sentence_031eb6b73316eb069b26926b,PRIMARY,C1,C1,SAME_SENSE,representation,29bab4e53d7484a4ed532f2bfec6e989638dbf3898e446339ca0f4b16de187f0,2d4daff09c26232109562f9de1bb7f691d3766680812e8ac8d809f96a02918d9,"Note that it takes `X` as the input,
calculates the hidden representation
with the activation function applied,
and outputs its logits."
d0a4048c3d2d85bda590d385e0efc0d952e801b715217aba225765f4c551e896,d2lce_f33d434f8362f23d43285427,d2lce_f33d434f8362f23d43285427,ctx_d36c794f5cb48c84cfeb1ae0,backup,d2l_linear_networks_softmax_regression_b051,d2l_linear_networks,sentence_7c25a1a17b44caf561cf3298,BACKUP,B1,C2,SAME_SENSE,representation,68070711a89d0faee5e23627fd76e7604c873014e44f2e1903b4eb7fddad59fb,6cad1a9583b6869ab4c2204516eb3f4d6e0dd8c1ba93e71244a34956ff42310e,We can use the same representation as before for the label $\mathbf{y}$.
d0a4048c3d2d85bda590d385e0efc0d952e801b715217aba225765f4c551e896,d2lce_f33d434f8362f23d43285427,d2lce_f33d434f8362f23d43285427,ctxx_30b779e89788fa1c53d8f922,contrastive,,,,CONTRASTIVE,X1,CONTRASTIVE,CONTRASTIVE,representation,eb8a795fd28a98e81c549a3119c65e09113ebde10a133c3c9b97a942db23256c,6c5d7026acd4cd4e3e301a2f905effe630b99d0573301c8d52fb3a428259fc59,"Synthetic: The representation from the hidden layer improved classification, but the elected representation changed after the vote."
389d2bd6b08fa1025c7db0d1aa3ce998bcc8c04ad10292279389fa7c31bc3e39,d2lce_bee01b92f7b0b02cc1d77bd7,d2lce_bee01b92f7b0b02cc1d77bd7,ctx_1f8898813854f010ead57a18,primary,d2l_preliminaries_autograd_b061,d2l_preliminaries,sentence_0f38c2848aa6183aef05f69e,PRIMARY,C5,C2,SAME_SENSE,second derivative,d3e617c1f5688a0b382d3fd6bf0c27bc4facb6c4626e3da07294f03df21c3280,45835134f0878b3c3bea9c7f9c9d8629d080b42e3971edb1ca8f0a5863f362c1,Why is the second derivative much more expensive to compute than the first derivative?
389d2bd6b08fa1025c7db0d1aa3ce998bcc8c04ad10292279389fa7c31bc3e39,d2lce_bee01b92f7b0b02cc1d77bd7,d2lce_bee01b92f7b0b02cc1d77bd7,ctx_20c88126cf28f7c6338fd7ce,backup,d2l_optimization_optimization_intro_b023,d2l_optimization,sentence_e7b52d0a2b64a0ea1ee9a9c9,BACKUP,B2,C2,SAME_SENSE,second derivative,0c10a7e299ea0f71a1afb70bb26e8eeac8f4c0708d692abf0073bde203accb9f,80b6e2270f02a41a1b0c6a3550731bf6a2017b478e1eb7f924c3d59935cc489d,Its first and second derivative vanish for $x=0$.
389d2bd6b08fa1025c7db0d1aa3ce998bcc8c04ad10292279389fa7c31bc3e39,d2lce_bee01b92f7b0b02cc1d77bd7,d2lce_bee01b92f7b0b02cc1d77bd7,ctx_48009dd3fb027cf7c0d50839,primary;definition,d2l_optimization_convexity_b050,d2l_optimization,sentence_8ffb40fa4583741e7ddeca57,PRIMARY,C4,C2,SAME_SENSE,second derivative,2359121baa0a567a4024100a6ea4ccdb4ec77978bd9166f650da84593513deff,0d4aa969f0e7ba3982d635805b451ec124b3f2e8b89487eea328406863281e0f,Whenever the second derivative of a function $f: \mathbb{R}^n \rightarrow \mathbb{R}$ exists it is very easy to check whether $f$ is convex.
