blind_case_id,term_id,sense_id,context_id,context_role,context_slot,matched_surface_exact,block_id,chapter_id,sentence_id,content_sha256,context_sha256,source_text
blind_77e132119c2bd238388c9bb3,d2lce_98b37a7bcb47cd2ef2e5f296,d2lce_98b37a7bcb47cd2ef2e5f296,ctx_403adb70f5312a0fa35b95be,PRIMARY,C4,fully-connected layers,d2l_multilayer_perceptrons_mlp_b011,d2l_multilayer_perceptrons,sentence_ee83118332971e9545fef97b,6683d7beb8b72fff1146160f79a85523526ad5a5d9c4ebfcb6e051b7df2a9988,afc09be39adc3d64bb4aaa9878a5bd332ab97c54a72d3d728684e9bb33302b17,"The easiest way to do this is to stack
many fully-connected layers on top of each other."
blind_77e132119c2bd238388c9bb3,d2lce_98b37a7bcb47cd2ef2e5f296,d2lce_98b37a7bcb47cd2ef2e5f296,ctx_faa4efe019d52f783381c40a,PRIMARY,C1,fully-connected layers,d2l_convolutional_neural_networks_why_conv_b001,d2l_convolutional_neural_networks,sentence_f0efc3942625f9a21822a8b0,c89f02651a44635d98f6e1da6325d9874a060d9bc215e2106e9369fdddeaa14c,fd5182c340dd172ff7c56861be75e7f107f318710b707b4d4abd5c8a5468aec8,"# From Fully-Connected Layers to Convolutions
:label:`sec_why-conv`"
blind_77e132119c2bd238388c9bb3,d2lce_98b37a7bcb47cd2ef2e5f296,d2lce_98b37a7bcb47cd2ef2e5f296,ctx_1f4f955fd892e6791b4aeef3,PRIMARY,C3,fully-connected layers,d2l_convolutional_modern_alexnet_b031,d2l_convolutional_modern,sentence_6e49932b0cf8dc03e33f650c,af12d9797a736f3768de2a84c9193b62a3d48996429557ecfc5b953bf79f4c84,af4db0511991c9ba26d797e647e0a908b30e5ce468a833a8068ac6b9bd3a55ab,These two huge fully-connected layers produce model parameters of nearly 1 GB.
blind_77e132119c2bd238388c9bb3,d2lce_98b37a7bcb47cd2ef2e5f296,d2lce_98b37a7bcb47cd2ef2e5f296,ctx_28b17b3a0950632e4ac5d1f9,PRIMARY,C2,fully-connected layers,d2l_attention_mechanisms_attention_cues_b014,d2l_attention_mechanisms,sentence_b55a324b907b8b68eff4c103,0a66f436bd5b1c95f0d496e2940acceffb42d5a4ecfa5a9418e9a4edda8e0552,65af89720617ae607429baacc7672f1f94cf634f10a0ec0184e0be2b3d89b8b1,"Therefore,
what sets attention mechanisms
apart from those fully-connected layers
or pooling layers
is the inclusion of the volitional cues."
blind_77e132119c2bd238388c9bb3,d2lce_98b37a7bcb47cd2ef2e5f296,d2lce_98b37a7bcb47cd2ef2e5f296,ctx_58323905b57101ea133ca2d9,PRIMARY,C5,fully-connected layers,d2l_recurrent_modern_gru_b009,d2l_recurrent_modern,sentence_5124ba81bbc32751cf3a0de2,50bb1e197d6c29be52b9b34e8abc9903229c980ea2f6683274c54971784ca96c,06af87f0c1bad548a5d219d169ed8cc57e1fa99c73b252f2db51bc56354a213d,"The outputs of two gates
are given by two fully-connected layers
with a sigmoid activation function."
blind_01e23654adf19ad5e9001343,d2lce_2684090fd4500122fec2a334,d2lce_2684090fd4500122fec2a334,ctx_dd4385b29dac92b049208df2,BACKUP,B1,in place,d2l_preliminaries_ndarray_b091,d2l_preliminaries,sentence_6ac6741d11801924cda1cb4a,ddd3ce50079f08887fd7f60682e18825852ba4585c4949138773e39de07d739b,67c5c69d2702cf2bb3a8809c42c932bc8ec897e84581b2f44a318d7758563c97,"Typically, we will want to perform these updates *in place*."
blind_01e23654adf19ad5e9001343,d2lce_2684090fd4500122fec2a334,d2lce_2684090fd4500122fec2a334,ctx_25b94844ba885d1f978af59d,BACKUP,B2,in place,d2l_multilayer_perceptrons_mlp_b020,d2l_multilayer_perceptrons,sentence_50b7d424f47b6d8274e988fa,c28a320d5d8db141902e5a7a415740dac62313fd9a50c443c07da21fd4d734c5,e1fd731649275d170259548772780f73875e83a3eee3e0ac4f13182059946228,"In general, with activation functions in place,
it is no longer possible to collapse our MLP into a linear model:"
blind_01e23654adf19ad5e9001343,d2lce_2684090fd4500122fec2a334,d2lce_2684090fd4500122fec2a334,ctx_b28630d61d9d7f640c9a5483,BACKUP,B3,in place,d2l_introduction_index_b079,d2l_introduction,sentence_eac8f1f995f2adcc9e757c10,c4467b3eb6f6e8d46d6a1773dad3657ea6c7f083c31eb1195f2b97bef2f96a41,eb925f0f46d9126599b209582b31a00fbc224b7cfd8268f5ca23972055d13c19,"Moreover, current purchase habits are often a result
of the recommendation algorithm currently in place,
but learning algorithms do not always take this detail into account."
blind_01e23654adf19ad5e9001343,d2lce_2684090fd4500122fec2a334,d2lce_2684090fd4500122fec2a334,ctx_51b702393d86c10055ec9803,PRIMARY,C4,in-place,d2l_optimization_adadelta_b016,d2l_optimization,sentence_9eaa140ea6d20e4bdcff1b07,96c52da5d3e6430590ae74d831179052d6cd8437c07becd4a20045d7d6c571b0,e4a4c923187d41bdf2a4fee8fd81c08e83dd3e9e518dd701cc89ebadfd801c48,"```{.python .input}
%matplotlib inline
from d2l import mxnet as d2l
from mxnet import np, npx
npx.set_np()

def init_adadelta_states(feature_dim):
    s_w, s_b = d2l.zeros((feature_dim, 1)), d2l.zeros(1)
    delta_w, delta_b = d2l.zeros((feature_dim, 1)), d2l.zeros(1)
    return ((s_w, delta_w), (s_b, delta_b))

def adadelta(params, states, hyperparams):
    rho, eps = hyperparams['rho'], 1e-5
    for p, (s, delta) in zip(params, states):
        # In-place updates via [:]
        s[:] = rho * s + (1 - rho) * np.square(p.grad)
        g = (np.sqrt(delta + eps) / np.sqrt(s + eps)) * p.grad
        p[:] -= g
        delta[:] = rho * delta + (1 - rho) * g * g
```"
blind_01e23654adf19ad5e9001343,d2lce_2684090fd4500122fec2a334,d2lce_2684090fd4500122fec2a334,ctx_f813489a437efb8e7e42d969,PRIMARY,C1,in place,d2l_preliminaries_ndarray_b091,d2l_preliminaries,sentence_389a72fbe3cfef589e458f5b,87715745a9d05673d6485582b107db82752169917f2bd2dd47dc874c9c4a5b60,a4545a996e27a79035c073225837e126f66f70d7c2c938ab8a711e2456abb06b,"If we do not update in place, other references will still point to
the old memory location, making it possible for parts of our code
to inadvertently reference stale parameters."
blind_01e23654adf19ad5e9001343,d2lce_2684090fd4500122fec2a334,d2lce_2684090fd4500122fec2a334,ctx_3d152d0258e0fc757b4f6fc6,PRIMARY,C3,in-place,d2l_preliminaries_ndarray_b092,d2l_preliminaries,sentence_0a4309be9a5fae3faec5c726,716106ba951fe3b557a40979fe393bdc34236f995688212fbd671e4c0cba6de6,8ab54c64414cb75e73c985549c24269fd8cea01de83fdfff157ec839e1788374,":begin_tab:`mxnet, pytorch`
Fortunately, (**performing in-place operations**) is easy."
blind_01e23654adf19ad5e9001343,d2lce_2684090fd4500122fec2a334,d2lce_2684090fd4500122fec2a334,ctx_3b646f556dedb3e0fad436ed,PRIMARY,C2,in place,d2l_linear_networks_linear_regression_scratch_b047,d2l_linear_networks,sentence_96e19630d0d6e9e21e7cdc25,121df3d873e6cf953fd18436d758cde9588763fad863c9fe7b2ff32212dc95f7,066bb3ba77ff4ba563b651e60165bf6355b1840fcb6b8fea37409262ce141e8a,"Now that we have all of the parts in place,
we are ready to [**implement the main training loop.**]
It is crucial that you understand this code
because you will see nearly identical training loops
over and over again throughout your career in deep learning."
blind_01e23654adf19ad5e9001343,d2lce_2684090fd4500122fec2a334,d2lce_2684090fd4500122fec2a334,ctx_537ed43953ead18faf55b24e,PRIMARY,C5,in-place,d2l_computational_performance_hybridize_b064,d2l_computational_performance,sentence_3b7cf906cd8f16a45541792b,460e1c0afda9b765537039851d9136d2201a5174543d6b21afd0c00c74d0956c,ac0eb75a50a7231492d9ecbac89fb1cab7c2203a820a67386ebc196a7f99e4db,"Also note that some functions are not supported in the `symbol` module (e.g.,  `asnumpy`) and operations in-place such as `a += b` and `a[:] = a + b` must be rewritten as `a = a + b`."
blind_914057b5495cd15e462a32fe,d2lce_ebd36388b50538b928ebbb4a,d2lce_ebd36388b50538b928ebbb4a,ctx_88d4ac7e32b65e492b2dbc3a,BACKUP,B1,cuda,d2l_installation_index_b036,d2l_installation,sentence_7100f0a40cb9caf5c580a105,7c84834fd2c70a1ac5adbd1ab1a0d23bb754759a63ad35dfd27ad74960caa9ae,65291784a1b93f525067867d1d2aca90234b1511b02ba74553944e7ad95a3f7e,"If your computer has NVIDIA graphics cards and has installed [CUDA](https://developer.nvidia.com/cuda-downloads),
then you should install a GPU-enabled version."
blind_914057b5495cd15e462a32fe,d2lce_ebd36388b50538b928ebbb4a,d2lce_ebd36388b50538b928ebbb4a,ctx_6fcdbf49cf1b09495f5babfd,BACKUP,B2,cuda,d2l_computational_performance_async_computation_b014,d2l_computational_performance,sentence_374081957708be44aec706d4,b7cc30510d541ea3c6a75d1dbd33321f4ac70eabf8b78d59c34a5f7b9abf4ebe,97157c9dd507c4f14166c4e15d1763d81bc379c71ce44c41f51db81c9de5e42a,"```{.python .input}
#@tab pytorch
with d2l.Benchmark():
    for _ in range(10):
        a = torch.randn(size=(1000, 1000), device=device)
        b = torch.mm(a, a)
    torch.cuda.synchronize(device)
```"
blind_914057b5495cd15e462a32fe,d2lce_ebd36388b50538b928ebbb4a,d2lce_ebd36388b50538b928ebbb4a,ctx_7f3025aa974fb8d15e3804a4,BACKUP,B3,cuda,d2l_convolutional_modern_alexnet_b023,d2l_convolutional_modern,sentence_89fb1e501dd80bdb23c9762f,05206a85495e7496601d9376eac48cc5ce198cb28458e542746ee8574a5aac45,9e00640f388bb90bf003994a4dddd890b9ffe658294e82dfe7f7a05dfc86e6aa,"The code [cuda-convnet](https://code.google.com/archive/p/cuda-convnet/)
was good enough that for several years
it was the industry standard and powered
the first couple years of the deep learning boom."
blind_914057b5495cd15e462a32fe,d2lce_ebd36388b50538b928ebbb4a,d2lce_ebd36388b50538b928ebbb4a,ctx_d5e3c3872235604218a2a839,PRIMARY,C4,cuda,d2l_deep_learning_computation_use_gpu_b004,d2l_deep_learning_computation,sentence_33dad108693a70a5c36db6fb,53039d6a744de991df8fd33c0a53ad1aacd902d08a1387bb093b3dee1636c0e3,96895c01d4f3b420b28094341511b6c32585101a5c40328a17ec3c797769e5d1,"Then, download the [NVIDIA driver and CUDA](https://developer.nvidia.com/cuda-downloads)
and follow the prompts to set the appropriate path."
blind_914057b5495cd15e462a32fe,d2lce_ebd36388b50538b928ebbb4a,d2lce_ebd36388b50538b928ebbb4a,ctx_df035bcc5db7501785c43a7e,PRIMARY,C1,cuda,d2l_installation_index_b038,d2l_installation,sentence_b08a2b22e6f49c2b7dd6af9f,d4302779d28a3d0b023b1a0cab10ad12a66fc24ea2a2252bb80ad4cf9d0faf31,890fa5c450ec9bf15ce044cc774a321836a71cf0ab8c66a34d10bf5a9cf1b707,We now need to find out what version of CUDA you have installed.
blind_914057b5495cd15e462a32fe,d2lce_ebd36388b50538b928ebbb4a,d2lce_ebd36388b50538b928ebbb4a,ctx_f0c64b01d15f034d29c1d6ce,PRIMARY,C2,cuda,d2l_installation_index_b038,d2l_installation,sentence_3db6a583ed5df7dccea64584,250711f4e7a7798f0059e953368463a96183d024506bb3b4d8a9658b2468e7ed,dd5d7df36ab54b110cc1ecc6f789dd5e8d687b1e310b7fedeac96450b748c9da,"Assume that you have installed CUDA 10.1,
then you can install with the following command:"
blind_914057b5495cd15e462a32fe,d2lce_ebd36388b50538b928ebbb4a,d2lce_ebd36388b50538b928ebbb4a,ctx_dae4dda67205c6e9b5831f82,PRIMARY,C3,cuda,d2l_installation_index_b038,d2l_installation,sentence_078075bb2cd028abff9e13a1,1f56659d014e06a2f9bdd1fcd5a7d41cd872eac022d4a350d1907eb2970dd4eb,0ed7bfa44179dd73d3f9480d6adec37e833028fdc06d8dfb292bada0a4c22630,"You can check this by running `nvcc --version` 
or `cat /usr/local/cuda/version.txt`."
blind_914057b5495cd15e462a32fe,d2lce_ebd36388b50538b928ebbb4a,d2lce_ebd36388b50538b928ebbb4a,ctx_c8b662075f19ab652ddcc0b9,PRIMARY,C5,cuda,d2l_appendix_tools_for_deep_learning_aws_b003,d2l_appendix_tools_for_deep_learning,sentence_894db673ae6c33ba61af01b3,932e60976f4831cf1a1dc8d6d8e309224851c9bec5ad9be97dd1574ae8d74805,26ae8dbc03703400d11f586a5c2291ee4adee04e7d8043bf7a74a34c94c34057,Optionally: install CUDA or use an AMI with CUDA preinstalled.
blind_7b75165ab88dd6c3d2beca1d,d2lce_270e1a75bb70807d9c2dd507,d2lce_270e1a75bb70807d9c2dd507,ctx_e7ad2905fd773a830f6b4c43,BACKUP,B1,channels,d2l_optimization_lr_scheduler_b007,d2l_optimization,sentence_f1351f02c1b8d1a32749acc0,b07bb86b33969fd39776a647de0d44169a466df14bef5926b05603c97bf4270e,6ac8758ac6e79af836cdb9cac87e1acd9dd7e1dec905a9ebfbdd5f6484564376,"```{.python .input}
%matplotlib inline
from d2l import mxnet as d2l
from mxnet import autograd, gluon, init, lr_scheduler, np, npx
from mxnet.gluon import nn
npx.set_np()

net = nn.HybridSequential()
net.add(nn.Conv2D(channels=6, kernel_size=5, padding=2, activation='relu'),
        nn.MaxPool2D(pool_size=2, strides=2),
        nn.Conv2D(channels=16, kernel_size=5, activation='relu'),
        nn.MaxPool2D(pool_size=2, strides=2),
        nn.Dense(120, activation='relu'),
        nn.Dense(84, activation='relu'),
        nn.Dense(10))
net.hybridize()
loss = gluon.loss.SoftmaxCrossEntropyLoss()
device = d2l.try_gpu()

batch_size = 256
train_iter, test_iter = d2l.load_data_fashion_mnist(batch_size=batch_size)

# The code is almost identical to `d2l.train_ch6` defined in the 
# lenet section of chapter convolutional neural networks
def train(net, train_iter, test_iter, num_epochs, loss, trainer, device):
    net.initialize(force_reinit=True, ctx=device, init=init.Xavier())
    animator = d2l.Animator(xlabel='epoch', xlim=[0, num_epochs],
                            legend=['train loss', 'train acc', 'test acc'])
    for epoch in range(num_epochs):
        metric = d2l.Accumulator(3)  # train_loss, train_acc, num_examples
        for i, (X, y) in enumerate(train_iter):
            X, y = X.as_in_ctx(device), y.as_in_ctx(device)
            with autograd.record():
                y_hat = net(X)
                l = loss(y_hat, y)
            l.backward()
            trainer.step(X.shape[0])
            metric.add(l.sum(), d2l.accuracy(y_hat, y), X.shape[0])
            train_loss = metric[0] / metric[2]
            train_acc = metric[1] / metric[2]
            if (i + 1) % 50 == 0:
                animator.add(epoch + i / len(train_iter),
                             (train_loss, train_acc, None))
        test_acc = d2l.evaluate_accuracy_gpu(net, test_iter)
        animator.add(epoch + 1, (None, None, test_acc))
    print(f'train loss {train_loss:.3f}, train acc {train_acc:.3f}, '
          f'test acc {test_acc:.3f}')
```"
blind_7b75165ab88dd6c3d2beca1d,d2lce_270e1a75bb70807d9c2dd507,d2lce_270e1a75bb70807d9c2dd507,ctx_93be4d86c465d785ac0a0ec1,BACKUP,B2,channels,d2l_attention_mechanisms_self_attention_and_positional_encoding_b018,d2l_attention_mechanisms,sentence_94a8b62946763f26e742db54,c69aa6283b72c21af7c9fd330574d65ee54faefb1da390e5df2caea71eda777b,9564c9c16a72d6896988845e19549b5e28bcab6a4134d416596e19ed8180e846,"For now,
we only need to know that
since the sequence length is $n$,
the numbers of input and output channels are both $d$,
the computational complexity of the convolutional layer is $\mathcal{O}(knd^2)$."
blind_7b75165ab88dd6c3d2beca1d,d2lce_270e1a75bb70807d9c2dd507,d2lce_270e1a75bb70807d9c2dd507,ctx_79213e2c4e36b995f90f0b30,PRIMARY,C3,channels,d2l_introduction_index_b024,d2l_introduction,sentence_f17192445be442b75c04dad4,470b16244bb9fe3305eee8cdca73bb85c2e0c2c6ac8da554b8705d7c863e7d24,ba6ec342999aecb305a64929a5db6a203049617d44200cd5df3e178e161b6f84,"A $200\times 200$ color photograph would consist of $200\times200\times3=120000$
numerical values, corresponding to the brightness
of the red, green, and blue channels for each spatial location."
blind_7b75165ab88dd6c3d2beca1d,d2lce_270e1a75bb70807d9c2dd507,d2lce_270e1a75bb70807d9c2dd507,ctx_4bb23f20ff0fa67bc6c1be83,PRIMARY,C2,channels,d2l_preliminaries_linear_algebra_b060,d2l_preliminaries,sentence_f6f1f806e59cd3b9f03ea426,bdffd524bbd8a5b5033d99ced5c6a7692a426dc377fde64e386ca251bc0fc715,ec0f0c8e48f743fc12a00cc67b5c8356a3f53c12df5097b3881af50fbd2c06b6,"Tensors will become more important when we start working with images,
 which arrive as $n$-dimensional arrays with 3 axes corresponding to the height, width, and a *channel* axis for stacking the color channels (red, green, and blue)."
blind_7b75165ab88dd6c3d2beca1d,d2lce_270e1a75bb70807d9c2dd507,d2lce_270e1a75bb70807d9c2dd507,ctx_50b02cc418dce008fb37b2ea,PRIMARY,C1,channels,d2l_linear_networks_image_classification_dataset_b015,d2l_linear_networks,sentence_780ae211bf62df9f14ff8a9b,d9cfeb935b830b2b5f9285399c2234408ab760dca2d41a43fb5a4f09cdbff8a9,85604937309ed0d987b5523bdc4fc674e83344828af6b53bb1f855ab35c1bb3d,"Note that the dataset consists of grayscale images, whose number of channels is 1."
blind_7b75165ab88dd6c3d2beca1d,d2lce_270e1a75bb70807d9c2dd507,d2lce_270e1a75bb70807d9c2dd507,ctx_e066da075985b1450c0cd804,PRIMARY,C4,channels,d2l_convolutional_neural_networks_index_b005,d2l_convolutional_neural_networks,sentence_27f3e0ec9d14cbd6108f4db0,797545d4829d49809c4ef85ee3d9c7449e00ed9ce8b949f0b99dbcb71e1abd60,36c1c5fd649bca69b3149222c774242001cf01b7c09c018f75792db45b458890,"These include the convolutional layers themselves,
nitty-gritty details including padding and stride,
the pooling layers used to aggregate information
across adjacent spatial regions,
the use of multiple channels  at each layer,
and a careful discussion of the structure of modern architectures."
blind_7b75165ab88dd6c3d2beca1d,d2lce_270e1a75bb70807d9c2dd507,d2lce_270e1a75bb70807d9c2dd507,ctx_e7437fb0f0bdad9c3645e83b,PRIMARY,C5,channels,d2l_convolutional_modern_alexnet_b030,d2l_convolutional_modern,sentence_ec2876b3a76c818267c2da4a,76716911374742231da950761217f574873ccc46d9147ea75de333d80057972c,d086acf8c49c1788b9872727b259c4ffb1c423b45153341ad91fc2db7d570011,"Moreover, AlexNet has ten times more convolution channels than LeNet."
blind_4fcd4c797707d1e4d2f4e1f2,d2lce_53c32398310471fac3dacf35,d2lce_53c32398310471fac3dacf35,ctx_5717eff884f463a81a21a526,BACKUP,B1,bit,d2l_recurrent_modern_deep_rnn_b003,d2l_recurrent_modern,sentence_f3a5b9de51991c70f685669a,8d929fdb2717afccdb8afc4410f74e757405f226adc060a602e91d880064ad9c,719a2c8de506d9117ad025d1163b1bd8cb2819d6e539c286d9830dfed68ef17b,"Within RNNs this is a bit trickier, since we first need to decide how and where to add extra nonlinearity."
