context_id,output_sense_id,parent_sense_id,source_term,split_label,chapter_id,chapter_title,chapter_order_index,block_id,block_order_index,block_type,source_text,clean_text,source_text_sha256,clean_text_sha256,source_artifact_ref,source_artifact_sha256,source_json_path,evidence_record_sha256
repair_ctx_d14a7853f7c3d1b1d9bba45b,d2lce_7ef8ed3f93210606a27312a4,d2lce_7ef8ed3f93210606a27312a4,Adam,NO_SPLIT,d2l_computer_vision,Computer Vision,15,d2l_computer_vision_image_augmentation_b055,5206,paragraph,"Now we can [**define the `train_with_data_aug` function to train the model with image augmentation**].
This function gets all available GPUs, 
uses Adam as the optimization algorithm,
applies image augmentation to the training dataset,
and finally calls the `train_ch13` function just defined to train and evaluate the model.","Now we can [**define the `train_with_data_aug` function to train the model with image augmentation**].
This function gets all available GPUs, 
uses Adam as the optimization algorithm,
applies image augmentation to the training dataset,
and finally calls the `train_ch13` function just defined to train and evaluate the model.",701bac5d6b24396e7524a52125bf5bb5ac4f1c64156a832f0f7734ce73a4b64b,701bac5d6b24396e7524a52125bf5bb5ac4f1c64156a832f0f7734ce73a4b64b,source://d2l_document_snapshot/document.json,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,$.chapters[15].blocks[58],173ebc83a754d6bb5effeaeb66fc81ec886cbdb24cdc0b7d96d29d0dc3420788
repair_ctx_30c4b03e5171fc1980d6fd0c,d2lce_7ef8ed3f93210606a27312a4,d2lce_7ef8ed3f93210606a27312a4,Adam,NO_SPLIT,d2l_multilayer_perceptrons,Multilayer Perceptrons,6,d2l_multilayer_perceptrons_kaggle_house_price_b053,1936,paragraph,"Unlike in previous sections, [**our training functions
will rely on the Adam optimizer
(we will describe it in greater detail later)**].
The main appeal of this optimizer is that,
despite doing no better (and sometimes worse)
given unlimited resources for hyperparameter optimization,
people tend to find that it is significantly less sensitive
to the initial learning rate.","Unlike in previous sections, [**our training functions
will rely on the Adam optimizer
(we will describe it in greater detail later)**].
The main appeal of this optimizer is that,
despite doing no better (and sometimes worse)
given unlimited resources for hyperparameter optimization,
people tend to find that it is significantly less sensitive
to the initial learning rate.",6c216021be8b896b4faa129e198f1f4a319485c8466ddff8a47a5b7b5b0f9186,6c216021be8b896b4faa129e198f1f4a319485c8466ddff8a47a5b7b5b0f9186,source://d2l_document_snapshot/document.json,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,$.chapters[6].blocks[613],f2b5961bc93a911d270f092fe754d32831fe867961145a0d118379d5fdb7a7dd
repair_ctx_7baeb199074319cdb5cd948f,d2lce_7ef8ed3f93210606a27312a4,d2lce_7ef8ed3f93210606a27312a4,Adam,NO_SPLIT,d2l_optimization,Optimization Algorithms,13,d2l_optimization_adam_b004,4679,paragraph,"Adam :cite:`Kingma.Ba.2014` combines all these techniques into one efficient learning algorithm. As expected, this is an algorithm that has become rather popular as one of the more robust and effective optimization algorithms to use in deep learning. It is not without issues, though. In particular, :cite:`Reddi.Kale.Kumar.2019` show that there are situations where Adam can diverge due to poor variance control. In a follow-up work :cite:`Zaheer.Reddi.Sachan.ea.2018` proposed a hotfix to Adam, called Yogi which addresses these issues. More on this later. For now let us review the Adam algorithm.","Adam :cite:`Kingma.Ba.2014` combines all these techniques into one efficient learning algorithm. As expected, this is an algorithm that has become rather popular as one of the more robust and effective optimization algorithms to use in deep learning. It is not without issues, though. In particular, :cite:`Reddi.Kale.Kumar.2019` show that there are situations where Adam can diverge due to poor variance control. In a follow-up work :cite:`Zaheer.Reddi.Sachan.ea.2018` proposed a hotfix to Adam, called Yogi which addresses these issues. More on this later. For now let us review the Adam algorithm.",54b6102b004ab1b3f9a0641923ec06d321c800713adea10775477fdcd41c7c5a,54b6102b004ab1b3f9a0641923ec06d321c800713adea10775477fdcd41c7c5a,source://d2l_document_snapshot/document.json,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,$.chapters[13].blocks[508],5c67fb65984735fc71578e5ece29b6745e069f8791dd8c22063aff60d23f5b8a
repair_ctx_8cd9614c298850f01ea5ded8,d2lce_7ef8ed3f93210606a27312a4,d2lce_7ef8ed3f93210606a27312a4,Adam,NO_SPLIT,d2l_optimization,Optimization Algorithms,13,d2l_optimization_adam_b006,4681,paragraph,"One of the key components of Adam is that it uses exponential weighted moving averages (also known as leaky averaging) to obtain an estimate of both the momentum and also the second moment of the gradient. That is, it uses the state variables","One of the key components of Adam is that it uses exponential weighted moving averages (also known as leaky averaging) to obtain an estimate of both the momentum and also the second moment of the gradient. That is, it uses the state variables",0c8bb5aac785b21936a3abb08d954f49811fec73aee5ac3493981aa1c86848ca,0c8bb5aac785b21936a3abb08d954f49811fec73aee5ac3493981aa1c86848ca,source://d2l_document_snapshot/document.json,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,$.chapters[13].blocks[510],77119b86ee866580082dbe5ac0a695676ec8003252c19362229291efd533e78a
repair_ctx_38e4406d56837f2427f055d7,d2lce_7ef8ed3f93210606a27312a4,d2lce_7ef8ed3f93210606a27312a4,Adam,NO_SPLIT,d2l_optimization,Optimization Algorithms,13,d2l_optimization_index_b002,4172,paragraph,"If you read the book in sequence up to this point you already used a number of optimization algorithms to train deep learning models.
They were the tools that allowed us to continue updating model parameters and to minimize the value of the loss function, as evaluated on the training set. Indeed, anyone content with treating optimization as a black box device to minimize objective functions in a simple setting might well content oneself with the knowledge that there exists an array of incantations of such a procedure (with names such as ""SGD"" and ""Adam"").","If you read the book in sequence up to this point you already used a number of optimization algorithms to train deep learning models.
They were the tools that allowed us to continue updating model parameters and to minimize the value of the loss function, as evaluated on the training set. Indeed, anyone content with treating optimization as a black box device to minimize objective functions in a simple setting might well content oneself with the knowledge that there exists an array of incantations of such a procedure (with names such as ""SGD"" and ""Adam"").",3e7a01729d628871286ccdba2ed822068fd283c3cf7711e28d57c4cddf567837,3e7a01729d628871286ccdba2ed822068fd283c3cf7711e28d57c4cddf567837,source://d2l_document_snapshot/document.json,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,$.chapters[13].blocks[1],a27c05ef10a3367eaee0bf7f54a58378f28adc1588b0a63ff9541922d2f83122
repair_ctx_93a2c133bcc1666337f9e44e,d2lce_97f1f447efe7908ef1e8daf4,d2lce_2684090fd4500122fec2a334,in place,IN_PLACE_MUTATION,d2l_computational_performance,Computational Performance,14,d2l_computational_performance_hybridize_b064,4853,paragraph,":begin_tab:`mxnet` 
This is quite different from what we saw previously. All print statements, as defined in `hybrid_forward`, are omitted. Indeed, after hybridization the execution of `net(x)` does not involve the Python interpreter any longer. This means that any spurious Python code is omitted (such as print statements) in favor of a much more streamlined execution and better performance. Instead, MXNet directly calls the C++ backend. Also note that some functions are not supported in the `symbol` module (e.g.,  `asnumpy`) and operations in-place such as `a += b` and `a[:] = a + b` must be rewritten as `a = a + b`. Nonetheless, compilation of models is worth the effort whenever speed matters. The benefit can range from small percentage points to more than twice the speed, depending on the complexity of the model, the speed of the CPU, and the speed and number of GPUs.
:end_tab:",":begin_tab:`mxnet` 
This is quite different from what we saw previously. All print statements, as defined in `hybrid_forward`, are omitted. Indeed, after hybridization the execution of `net(x)` does not involve the Python interpreter any longer. This means that any spurious Python code is omitted (such as print statements) in favor of a much more streamlined execution and better performance. Instead, MXNet directly calls the C++ backend. Also note that some functions are not supported in the `symbol` module (e.g.,  `asnumpy`) and operations in-place such as `a += b` and `a[:] = a + b` must be rewritten as `a = a + b`. Nonetheless, compilation of models is worth the effort whenever speed matters. The benefit can range from small percentage points to more than twice the speed, depending on the complexity of the model, the speed of the CPU, and the speed and number of GPUs.
:end_tab:",c41ef6d8eb21bd56987d89582f7a12e1526a4c86af8c2123d36cb0880c4cc4af,c41ef6d8eb21bd56987d89582f7a12e1526a4c86af8c2123d36cb0880c4cc4af,source://d2l_document_snapshot/document.json,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,$.chapters[14].blocks[66],cbd49f4544299b3a5d84ae7479a07408040f84df4017c97e767c7b1e9cf4654f
repair_ctx_62427ce4ec439f8f5927a352,d2lce_97f1f447efe7908ef1e8daf4,d2lce_2684090fd4500122fec2a334,in place,IN_PLACE_MUTATION,d2l_preliminaries,Preliminaries,4,d2l_preliminaries_ndarray_b091,363,paragraph,"This might be undesirable for two reasons.
First, we do not want to run around
allocating memory unnecessarily all the time.
In machine learning, we might have
hundreds of megabytes of parameters
and update all of them multiple times per second.
Typically, we will want to perform these updates *in place*.
Second, we might point at the same parameters from multiple variables.
If we do not update in place, other references will still point to
the old memory location, making it possible for parts of our code
to inadvertently reference stale parameters.","This might be undesirable for two reasons.
First, we do not want to run around
allocating memory unnecessarily all the time.
In machine learning, we might have
hundreds of megabytes of parameters
and update all of them multiple times per second.
Typically, we will want to perform these updates *in place*.
Second, we might point at the same parameters from multiple variables.
If we do not update in place, other references will still point to
the old memory location, making it possible for parts of our code
to inadvertently reference stale parameters.",50a77e1858c5daab0122c737d1b3d014bdfe7dd78b2c1a63298c4794f6fa98bb,50a77e1858c5daab0122c737d1b3d014bdfe7dd78b2c1a63298c4794f6fa98bb,source://d2l_document_snapshot/document.json,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,$.chapters[4].blocks[98],1ee101af37a5f850b95bb3a377ddf780440f59ccdec648b7eaeefe4244629174
repair_ctx_00596b91f8a116a62fb161f9,d2lce_97f1f447efe7908ef1e8daf4,d2lce_2684090fd4500122fec2a334,in place,IN_PLACE_MUTATION,d2l_preliminaries,Preliminaries,4,d2l_preliminaries_ndarray_b092,364,paragraph,":begin_tab:`mxnet, pytorch`
Fortunately, (**performing in-place operations**) is easy.
We can assign the result of an operation
to a previously allocated array with slice notation,
e.g., `Y[:] = <expression>`.
To illustrate this concept, we first create a new matrix `Z`
with the same shape as another `Y`,
using `zeros_like` to allocate a block of $0$ entries.
:end_tab:",":begin_tab:`mxnet, pytorch`
Fortunately, (**performing in-place operations**) is easy.
We can assign the result of an operation
to a previously allocated array with slice notation,
e.g., `Y[:] = <expression>`.
To illustrate this concept, we first create a new matrix `Z`
with the same shape as another `Y`,
using `zeros_like` to allocate a block of $0$ entries.
:end_tab:",5cd67d8071400e74747cf6a27427cdc0b47749d3eaa43492352189bbcd219b49,5cd67d8071400e74747cf6a27427cdc0b47749d3eaa43492352189bbcd219b49,source://d2l_document_snapshot/document.json,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,$.chapters[4].blocks[99],8f4404f8385cc7a1d3dfcc0c4e92813cd0b8ec09259ac3d301e07622a46ed636
repair_ctx_7734ce225ecef1b78826ce5f,d2lce_97f1f447efe7908ef1e8daf4,d2lce_2684090fd4500122fec2a334,in place,IN_PLACE_MUTATION,d2l_preliminaries,Preliminaries,4,d2l_preliminaries_ndarray_b099,371,paragraph,"Because TensorFlow `Tensors` are immutable and gradients do not flow through
`Variable` assignments, TensorFlow does not provide an explicit way to run
an individual operation in-place.","Because TensorFlow `Tensors` are immutable and gradients do not flow through
`Variable` assignments, TensorFlow does not provide an explicit way to run
an individual operation in-place.",8ef791036760382cab404a8960a5010c538ddc0979e38fde5f4702d26551b6c9,8ef791036760382cab404a8960a5010c538ddc0979e38fde5f4702d26551b6c9,source://d2l_document_snapshot/document.json,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,$.chapters[4].blocks[106],76bb0c29e8f9f8a6ed43ec0e474b1ddeb25884b2dfa69d3b19574299f7e6302d
repair_ctx_493d28be7601f5c88475891d,d2lce_97f1f447efe7908ef1e8daf4,d2lce_2684090fd4500122fec2a334,in place,IN_PLACE_MUTATION,d2l_preliminaries,Preliminaries,4,d2l_preliminaries_ndarray_b104,376,paragraph,":begin_tab:`pytorch`
[**Converting to a NumPy tensor (`ndarray`)**], or vice versa, is easy.
The torch Tensor and numpy array will share their underlying memory
locations, and changing one through an in-place operation will also
change the other.
:end_tab:",":begin_tab:`pytorch`
[**Converting to a NumPy tensor (`ndarray`)**], or vice versa, is easy.
The torch Tensor and numpy array will share their underlying memory
locations, and changing one through an in-place operation will also
change the other.
:end_tab:",6c055001c36637e668dcbcbdc51acd21e2013ecd1912e30ef08873d18a1ab452,6c055001c36637e668dcbcbdc51acd21e2013ecd1912e30ef08873d18a1ab452,source://d2l_document_snapshot/document.json,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,$.chapters[4].blocks[111],ae520c1e5b138961efee7b60059eba0cfc2af43ff2ae1eceda5c0e72bdaa5d78
repair_ctx_a5886854363e72ef48a5e1be,d2lce_98b37a7bcb47cd2ef2e5f296,d2lce_98b37a7bcb47cd2ef2e5f296,fully-connected layers,NO_SPLIT,d2l_linear_networks,Linear Neural Networks,5,d2l_linear_networks_linear_regression_b091,935,paragraph,"Since for linear regression, every input is connected
to every output (in this case there is only one output),
we can regard this transformation (the output layer in :numref:`fig_single_neuron`)
as a *fully-connected layer* or *dense layer*.
We will talk a lot more about networks composed of such layers
in the next chapter.","Since for linear regression, every input is connected
to every output (in this case there is only one output),
we can regard this transformation (the output layer in :numref:`fig_single_neuron`)
as a *fully-connected layer* or *dense layer*.
We will talk a lot more about networks composed of such layers
in the next chapter.",f3ade1e4ff1b1d6f70251f9886345d6eea4a28c1a8699b0868efcec6368c2c4e,f3ade1e4ff1b1d6f70251f9886345d6eea4a28c1a8699b0868efcec6368c2c4e,source://d2l_document_snapshot/document.json,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,$.chapters[5].blocks[93],18eba1b497c95dff804fc3101c5af360dd47e391d0b17ea805d013f4d846b3c9
repair_ctx_345ebf8395f41725236f0cf6,d2lce_98b37a7bcb47cd2ef2e5f296,d2lce_98b37a7bcb47cd2ef2e5f296,fully-connected layers,NO_SPLIT,d2l_linear_networks,Linear Neural Networks,5,d2l_linear_networks_linear_regression_concise_b021,1034,paragraph,"Recall the architecture of a single-layer network as shown in :numref:`fig_single_neuron`.
The layer is said to be *fully-connected*
because each of its inputs is connected to each of its outputs
by means of a matrix-vector multiplication.","Recall the architecture of a single-layer network as shown in :numref:`fig_single_neuron`.
The layer is said to be *fully-connected*
because each of its inputs is connected to each of its outputs
by means of a matrix-vector multiplication.",43ad3fd1b4e0adb65eeece1ec3052c93434f75fb1f32a2a5c33a79042c965375,43ad3fd1b4e0adb65eeece1ec3052c93434f75fb1f32a2a5c33a79042c965375,source://d2l_document_snapshot/document.json,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,$.chapters[5].blocks[192],d17b57e71216c2a37138d7fb1a20e20f6346cca48007bce694c13c4870032cba
