context_id,document_id,chapter_id,block_id,sentence_id,source_text,source_start_offset,source_end_offset,term_start_offset,term_end_offset,source_hash,origin,extraction_method,context_role,context_type,sense_id,scope_id,audit_status,audit_reason,eligible_for_c_primary_support,eligible_for_c_support,parent_record_id,parent_record_sha256,transformation_id,transformation_version
ctx_019e9ed567f578c8342df0cc,document,d2l_optimization,d2l_optimization_convexity_b017,sentence_e27df5835573b67ce44609c2,Typically the problems in deep learning are defined on convex sets.,0,67,55,66,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C3,d2lce_9c874642b8c028465cfbb71e,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_019e9ed567f578c8342df0cc,272197d10d93182c3184bb45b45835218a982c9411dcfad24efb5727a8d671fb,d2l_methodology_corpus_origin_audit,1.0.0
ctx_01b68302bb447eeeccec65cb,document,d2l_attention_mechanisms,d2l_attention_mechanisms_attention_cues_b025,sentence_f9c47ae8915c09bfb16fad06,"```{.python .input}
#@tab all
attention_weights = d2l.reshape(d2l.eye(10), (1, 1, 10, 10))
show_heatmaps(attention_weights, xlabel='Keys', ylabel='Queries')
```",0,160,132,136,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_776fd3328d5e31aeebe484ec,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_01b68302bb447eeeccec65cb,f55c40e7bf3d046a69c72e7eb39a629fe82ec897245f68a7d85358dcb7e0cdf6,d2l_methodology_corpus_origin_audit,1.0.0
ctx_01c5f3adb58f2f2203f6a24f,document,d2l_deep_learning_computation,d2l_deep_learning_computation_custom_layer_b031,sentence_aab4ccb514cb3816db93a978,We can [**directly carry out forward propagation calculations using custom layers.**],0,85,68,81,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_4d2b37402e25d2f56746ea23,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_01c5f3adb58f2f2203f6a24f,0036f69ee0e2e84a64bdd61a5b3930fb439150cc4db749836a60c3beede9a3bb,d2l_methodology_corpus_origin_audit,1.0.0
ctx_020ebd08a41a2d0d0dde5114,document,d2l_recommender_systems,d2l_recommender_systems_ranking_b005,sentence_aea70215c30a486143d7c21e,Bayesian personalized ranking (BPR) :cite:`Rendle.Freudenthaler.Gantner.ea.2009` is a pairwise personalized ranking loss that is derived from the maximum posterior estimator.,0,174,31,34,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_0dbb5a3cc045f69a43d09a7a,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_020ebd08a41a2d0d0dde5114,2b99a10da00f0e00e09e641353168062d85d36140f5591adf2a0b0edfc965949,d2l_methodology_corpus_origin_audit,1.0.0
ctx_0226e0426283375d7ada52a5,document,d2l_optimization,d2l_optimization_optimization_intro_b004,sentence_2ac404729fcbee6108a3f154,"To accomplish the latter we need to pay
attention to overfitting in addition to using the optimization algorithm to
reduce the training error.",787,929,40,49,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_4a5f20bb32b66b1f07d9f37a,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_0226e0426283375d7ada52a5,2ec0a133f4f447ec86c4c9f10b5ce9dd79e8af8e12326b36e8b08be19fe2bd34,d2l_methodology_corpus_origin_audit,1.0.0
ctx_026fffa1498f9353695d8938,document,d2l_introduction,d2l_introduction_index_b059,sentence_66391fd4e0f078f48ee10db7,"While we attacked regression problems by trying
to minimize the squared error loss function,
the common loss function for classification problems is called *cross-entropy*,
whose name can be demystified 
via an introduction to information theory in subsequent chapters.",198,467,122,145,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_7070b47672fcb2311c0527b6,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_026fffa1498f9353695d8938,adb0e94a16b7459654303f45b0056c5eb20967e30ecd662fbae13749849b5353,d2l_methodology_corpus_origin_audit,1.0.0
ctx_0365fe98277f3f0623b7477b,document,d2l_convolutional_modern,d2l_convolutional_modern_batch_norm_b008,sentence_46902e8a5d68c09937044890,"Batch normalization is applied to individual layers
(optionally, to all of them) and works as follows:
In each training iteration,
we first normalize the inputs (of batch normalization)
by subtracting their mean and
dividing by their standard deviation,
where both are estimated based on the statistics of the current minibatch.",0,328,318,327,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_04b7107b328dedc7c1f9af65,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_0365fe98277f3f0623b7477b,3f139308245f7c27e55cfc77d20431a9323fe953c3dc1e57bab24e7895f2c10b,d2l_methodology_corpus_origin_audit,1.0.0
ctx_03e673345da8ef1f57e6f522,document,d2l_recurrent_neural_networks,d2l_recurrent_neural_networks_sequence_b023,sentence_38a5b39f9cfa35893e7d5d5f,"In many cases, however, there exists a natural direction for the data, namely going forward in time.",902,1002,84,91,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,UNSELECTED,NONE,d2lce_fbe9efe0d390976cb31e5af7,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",False,False,ctx_03e673345da8ef1f57e6f522,f8362adbbfd3d5ecf59a8f40a1822bf3e58b55832f22193fa056bd58201e01c6,d2l_methodology_corpus_origin_audit,1.0.0
ctx_03e87b1a98115f17fc26d0f7,document,d2l_appendix_mathematics_for_deep_learning,d2l_appendix_mathematics_for_deep_learning_naive_bayes_b030,sentence_42828c4350def50b44f169e0,"(Refer to :numref:`sec_softmax` for a more detailed explanation.)
One natural way to express the classification task is via the probabilistic question: what is the most likely label given the features (i.e., image pixels)?",140,362,97,116,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_d89e6e83e5f07d1fcb18c6aa,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_03e87b1a98115f17fc26d0f7,f73d3a24c160a4c2a3f5e30b7ae43596aa6ef0c21ed7f27830f0012c55fa994f,d2l_methodology_corpus_origin_audit,1.0.0
ctx_041277e59fc9e3b32469b673,document,d2l_attention_mechanisms,d2l_attention_mechanisms_nadaraya_watson_b062,sentence_00a3b866cc361cdda6d9c5d5,"```{.python .input}
class NWKernelRegression(nn.Block):
    def __init__(self, **kwargs):
        super().__init__(**kwargs)
        self.w = self.params.get('w', shape=(1,))

    def forward(self, queries, keys, values):
        # Shape of the output `queries` and `attention_weights`:
        # (no.",0,301,184,191,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C2,d2lce_fbe9efe0d390976cb31e5af7,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_041277e59fc9e3b32469b673,7dea4af97920c74ed7d3f045068ac62aebff94594172ee93971bd9e90b89ee7a,d2l_methodology_corpus_origin_audit,1.0.0
ctx_044bf29b52339083b6accce1,document,d2l_recurrent_modern,d2l_recurrent_modern_lstm_b008,sentence_fcdc03178a1ddc209508d444,"Correspondingly, the gates at time step $t$
are defined as follows: the input gate is $\mathbf{I}_t \in \mathbb{R}^{n \times h}$, the forget gate is $\mathbf{F}_t \in \mathbb{R}^{n \times h}$, and the output gate is $\mathbf{O}_t \in \mathbb{R}^{n \times h}$.",273,532,201,212,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_c6b4477a845e2e0e0e02f088,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_044bf29b52339083b6accce1,5e5627bc14acd10a39718858a91cb346157177875555f19b063be3bc1ff6097e,d2l_methodology_corpus_origin_audit,1.0.0
ctx_04626b072f9bfbcc966fac5c,document,d2l_computer_vision,d2l_computer_vision_rcnn_b002,sentence_c36469aad4a112876eb71ef7,"Besides single shot multibox detection
described in :numref:`sec_ssd`,
region-based CNNs or regions with CNN features (R-CNNs)
are also among many pioneering
approaches of 
applying
deep learning to object detection
:cite:`Girshick.Donahue.Darrell.ea.2014`.",0,257,119,125,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_ad0d7cbd5f90ad33075e89aa,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_04626b072f9bfbcc966fac5c,92c11f25e12ed14b76bc30af23c495dbf100b4da657d9e38c0d6407ffd351bcf,d2l_methodology_corpus_origin_audit,1.0.0
ctx_0485eb5efda3441a68d374c6,document,d2l_multilayer_perceptrons,d2l_multilayer_perceptrons_mlp_b064,sentence_dbb2ebebac3bc09bec4fcc11,"Although the shape of the function is similar to that of the sigmoid function, the tanh function exhibits point symmetry about the origin of the coordinate system.",119,282,13,18,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,BACKUP,C3,d2lce_7d91b65d1e0031ab994be237,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",False,True,ctx_0485eb5efda3441a68d374c6,13f9b6c2822783eed27d6c2703a3cb6d8de4571c1501225b0fdbda740d74be2c,d2l_methodology_corpus_origin_audit,1.0.0
ctx_048676a8e033f03b9ca75239,document,d2l_recurrent_modern,d2l_recurrent_modern_seq2seq_b043,sentence_04614d87931979a17d89aa2e,"To summarize,
the layers in the above RNN encoder-decoder model are illustrated in :numref:`fig_seq2seq_details`.",0,113,38,57,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_43488a3e1f15598ac9b1b6bc,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_048676a8e033f03b9ca75239,b7d71e3b6aa888a45e7397f7d45cd678d9e607f513fc1495881daaf2e2ad39e9,d2l_methodology_corpus_origin_audit,1.0.0
ctx_04a4e4586094507de76cea7e,document,d2l_computational_performance,d2l_computational_performance_hardware_b056,sentence_dc23b5614d7059c1d5fc7c0a,Note that switches are not unique to traditional computer networks.,1728,1795,10,18,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_91002293cea2184b43995f47,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_04a4e4586094507de76cea7e,ffd26b8ccdceac85bb35ac754008ac5b6a841559355c98d0fa4944b70db58093,d2l_methodology_corpus_origin_audit,1.0.0
ctx_04dd6ec44fd039cb21d5367d,document,d2l_recommender_systems,d2l_recommender_systems_movielens_b012,sentence_f0fc1efad5facb51fbe0ec38,"Clearly, the interaction matrix is extremely sparse (i.e., sparsity = 93.695%).",728,807,13,31,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,BACKUP,C1,d2lce_c01c503b792019c6e3827ac0,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",False,True,ctx_04dd6ec44fd039cb21d5367d,31e04a2ca0696af610f3750107530a5440412ee9197d3b9879a56bc7ffd581c3,d2l_methodology_corpus_origin_audit,1.0.0
ctx_0540231b9dc01be0b46e98a0,document,d2l_convolutional_neural_networks,d2l_convolutional_neural_networks_padding_and_strides_b024,sentence_73284ecdf72893aefb140c86,":numref:`img_conv_stride` shows a two-dimensional cross-correlation operation
with a stride of 3 vertically and 2 horizontally.",189,316,34,67,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,BACKUP,C2,d2lce_963a14fc5042969e330bb020,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",False,True,ctx_0540231b9dc01be0b46e98a0,1194d597fb1691f7db6b40097ce868c981be02e57b04380cf3364ee3cfb3e9d7,d2l_methodology_corpus_origin_audit,1.0.0
ctx_05c2a4c1509fd139937710c2,document,d2l_recurrent_neural_networks,d2l_recurrent_neural_networks_language_models_and_dataset_b048,sentence_f3cefce1b8b1604785e2cb09,"(**In random sampling, each example is a subsequence arbitrarily captured on the original long sequence.**)
The subsequences from two adjacent random minibatches
during iteration
are not necessarily adjacent on the original sequence.",0,233,169,178,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_c3c46748b1a49e32c07ca9d7,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_05c2a4c1509fd139937710c2,ae603976fa3a6aa4126adefaac91ee9934be52b09aea752044351f402adcd485,d2l_methodology_corpus_origin_audit,1.0.0
ctx_05cde72313ed2987ab19ac0d,document,d2l_attention_mechanisms,d2l_attention_mechanisms_bahdanau_attention_b017,sentence_2db84b8197c5095d4e9ed62b,"The state of the decoder
is initialized with
(i) the encoder final-layer hidden states at all the time steps (as keys and values of the attention);
(ii) the encoder all-layer hidden state at the final time step (to initialize the hidden state of the decoder);
and (iii) the encoder valid length (to exclude the padding tokens in attention pooling).",117,465,311,325,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C3,d2lce_b967af36e17c22a478eaed6d,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_05cde72313ed2987ab19ac0d,8685b6ee24f3655f186c3752029fe9603059a0491b92eed7ad9f20352ded4395,d2l_methodology_corpus_origin_audit,1.0.0
ctx_05ff6c3d6948601de78e83f7,document,d2l_introduction,d2l_introduction_index_b134,sentence_00469bfcc72fe3b78beca64b,"* Attention mechanisms solved a second problem
  that had plagued statistics for over a century:
  how to increase the memory and complexity of a system without
  increasing the number of learnable parameters.",321,530,2,11,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_4a5f20bb32b66b1f07d9f37a,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_05ff6c3d6948601de78e83f7,b8711b99fb0400b403f48a851897e14f139f6ad8ced840b18010c4a251825ded,d2l_methodology_corpus_origin_audit,1.0.0
ctx_061ed2ce35d54d5df8e71544,document,d2l_convolutional_neural_networks,d2l_convolutional_neural_networks_index_b003,sentence_094bd24b88bc0d365f04b3ec,"CNN-based architectures are now ubiquitous
in the field of computer vision, 
and have become so dominant
that hardly anyone today would develop
a commercial application or enter a competition
related to image recognition, object detection,
or semantic segmentation,
without building off of this approach.",147,451,0,3,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C2,d2lce_eba859df6c63311dce4a5eb7,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_061ed2ce35d54d5df8e71544,ed8919f92cf56bfcc166f2191dc7e2e502b82c1f27f0f2ffa3635a3702296251,d2l_methodology_corpus_origin_audit,1.0.0
ctx_06aa5c9830a79f6132f4e41e,document,d2l_optimization,d2l_optimization_adagrad_b010,sentence_c0f3a3d0d840f664adc7f9da,"As we saw in :numref:`sec_momentum`, it is possible to rewrite this problem in terms of its eigendecomposition $\mathbf{Q} = \mathbf{U}^\top \boldsymbol{\Lambda} \mathbf{U}$ to arrive at a much simplified problem where each coordinate can be solved individually:",0,262,92,110,c22620a96e3fbd97526f13ea9ccf508307d1175ea9bb8d3a5b6dfefb098a3f7f,CORPUS_EXTRACTED,EXACT_SOURCE_SUBSTRING,PRIMARY,C1,d2lce_10d4d01fa40b67d92527e5ed,d2l_selected_campaign_scope_v1,PASS_CORPUS_EXTRACTED,"Exact source substring, hashes, provenance, and offsets verified.",True,True,ctx_06aa5c9830a79f6132f4e41e,da069efe99e62eb9e732fb589e76b9653fdd18f5bb03eac1538c0cfb66f09c7a,d2l_methodology_corpus_origin_audit,1.0.0
